lon,lat,lan,continent,country,city,total_user,total_click,total_book
-122.101,37.3478,jp,North America,United States,Los Altos,1,2,1
-122.098,37.8969,en,North America,United States,Lafayette (Moraga Blvd),1,1,1
-122.098,47.9129,en,North America,United States,Snohomish,1,1,1
-122.084,37.3861,en,North America,United States,Mountain View,5,6,5
-122.084,37.3865,en,North America,United States,Mountain View (Old Mountain View),4,5,4
-122.084,37.422,en,North America,United States,Mountain View,791,899095,228703
-122.084,37.422,jp,North America,United States,Mountain View,627,690851,226297
-122.084,37.422,tw,North America,United States,Mountain View,534,176772,92687
-122.081,37.6688,en,North America,United States,Hayward,11,19,15
-122.081,37.6688,jp,North America,United States,Hayward,2,2,2
-122.081,37.6688,tw,North America,United States,Hayward,4,9,8
-122.07,37.935,en,North America,United States,Pleasant Hill,1,1,1
-122.066,37.4028,en,North America,United States,Mountain View (North Whisman),2,2,2
-122.066,37.4028,tw,North America,United States,Mountain View (North Whisman),15,37,31
-122.065,37.9101,en,North America,United States,Walnut Creek,4,4,4
-122.065,37.9101,jp,North America,United States,Walnut Creek,1,1,1
-122.065,37.9101,tw,North America,United States,Walnut Creek,2,5,4
-122.061,37.0009,en,North America,United States,Santa Cruz,2,2,2
-122.041,38.2492,en,North America,United States,Fairfield,3,3,3
-122.041,38.2492,tw,North America,United States,Fairfield,1,2,1
-122.036,37.3688,en,North America,United States,Sunnyvale,53,86,60
-122.036,37.3688,jp,North America,United States,Sunnyvale,8,14,8
-122.036,37.3688,tw,North America,United States,Sunnyvale,29,71,58
-122.032,37.323,en,North America,United States,Cupertino,2,5,4
-122.032,37.323,jp,North America,United States,Cupertino,1,1,1
-122.032,37.323,tw,North America,United States,Cupertino,1,1,1
-122.031,36.9741,jp,North America,United States,Santa Cruz,1,1,1
-122.031,37.978,en,North America,United States,Concord,1,3,1
-122.031,37.978,tw,North America,United States,Concord,1,3,1
-122.03,37.3219,en,North America,United States,Cupertino,869,1912,1197
-122.03,37.3219,jp,North America,United States,Cupertino,15,15,3
-122.03,37.3219,tw,North America,United States,Cupertino,915,2612,1051
-122.019,37.5958,en,North America,United States,Union City,2,2,2
-122.015,37.0511,en,North America,United States,Scotts Valley,4,4,4
-122.015,37.0511,tw,North America,United States,Scotts Valley,1,1,1
-122.0,37.8216,en,North America,United States,Danville,1,1,1
-121.989,37.5483,en,North America,United States,Fremont,1,1,1
-121.989,37.5483,tw,North America,United States,Fremont,1,4,4
-121.989,37.5485,en,North America,United States,Fremont,67,159,134
-121.989,37.5485,jp,North America,United States,Fremont,21,30,28
-121.989,37.5485,tw,North America,United States,Fremont,58,141,120
-121.982,37.4117,tw,North America,United States,Santa Clara,1,1,1
-121.981,37.3598,en,North America,United States,Santa Clara,3,8,2
-121.981,37.3598,tw,North America,United States,Santa Clara,1,1,1
-121.978,37.7799,en,North America,United States,San Ramon,1,2,2
-121.974,37.3724,en,North America,United States,Santa Clara,1,1,1
-121.973,37.2871,en,North America,United States,Campbell,1,1,1
-121.964,37.3701,tw,North America,United States,Santa Clara,1,2,2
-121.964,37.3986,en,North America,United States,Santa Clara,49,82,59
-121.964,37.3986,jp,North America,United States,Santa Clara,18,25,18
-121.964,37.3986,tw,North America,United States,Santa Clara,35,89,85
-121.962,37.3895,en,North America,United States,Santa Clara,1,1,1
-121.962,37.5001,en,North America,United States,Fremont (Baylands),1,1,1
-121.962,38.0291,jp,North America,United States,Bay Point,1,2,2
-121.958,37.7672,en,North America,United States,San Ramon,1,1,1
-121.955,37.3541,en,North America,United States,Santa Clara,50,67,59
-121.955,37.3541,jp,North America,United States,Santa Clara,9,10,9
-121.955,37.3541,tw,North America,United States,Santa Clara,13,27,25
-121.953,49.1664,en,North America,Canada,Chilliwack,1,2,1
-121.951,49.1579,en,North America,Canada,Chilliwack,1,1,1
-121.951,49.1579,jp,North America,Canada,Chilliwack,1,1,1
-121.95,37.2872,en,North America,United States,Campbell,1,2,1
-121.95,37.2872,tw,North America,United States,Campbell,3,5,5
-121.942,49.1363,en,North America,Canada,Skowkale 10,1,1,1
-121.939,37.3496,en,North America,United States,Santa Clara,3,5,3
-121.939,37.3496,jp,North America,United States,Santa Clara,1,1,1
-121.939,37.3496,tw,North America,United States,Santa Clara,1,1,1
-121.932,37.4895,en,North America,United States,Fremont (East Industrial),1,1,1
-121.929,37.3639,en,North America,United States,San Jose,3,3,3
-121.929,37.3639,jp,North America,United States,San Jose,1,1,1
-121.929,37.3639,tw,North America,United States,San Jose,7,16,16
-121.927,37.6985,en,North America,United States,Pleasanton,1,1,1
-121.923,36.5552,en,North America,United States,Carmel-by-the-Sea,1,1,1
-121.92,37.4718,en,North America,United States,Fremont (East Industrial),15,68,59
-121.92,37.4718,jp,North America,United States,Fremont (East Industrial),7,37,30
-121.92,37.4718,tw,North America,United States,Fremont (East Industrial),29,202,145
-121.913,37.5148,en,North America,United States,Fremont,1,1,1
-121.913,37.5148,tw,North America,United States,Fremont,3,3,3
-121.91,37.3385,en,North America,United States,San Jose (Downtown San Jose),2,36,34
-121.91,37.3385,jp,North America,United States,San Jose (Downtown San Jose),2,2,2
-121.91,37.3385,tw,North America,United States,San Jose (Downtown San Jose),1,4,4
-121.907,37.4283,en,North America,United States,Milpitas,1,1,1
-121.907,37.4283,tw,North America,United States,Milpitas,1,2,1
-121.905,37.3337,tw,North America,United States,San Jose (Downtown San Jose),1,1,1
-121.895,36.6002,en,North America,United States,Monterey,2,2,2
-121.895,37.3394,en,North America,United States,San Jose,3,3,3
-121.895,37.3394,tw,North America,United States,San Jose,1,1,1
-121.892,37.3327,en,North America,United States,San Jose (Central San Jose),4,12,10
-121.892,37.3327,jp,North America,United States,San Jose (Central San Jose),2,4,4
-121.892,37.3327,tw,North America,United States,San Jose (Central San Jose),8,12,11
-121.892,37.3342,en,North America,United States,San Jose (Downtown San Jose),5,6,5
-121.892,37.3342,jp,North America,United States,San Jose (Downtown San Jose),1,1,1
-121.892,37.3342,tw,North America,United States,San Jose (Downtown San Jose),2,8,7
-121.891,37.426,tw,North America,United States,Milpitas,1,6,4
-121.888,37.3882,en,North America,United States,San Jose (Berryessa),4,5,5
-121.888,37.3882,tw,North America,United States,San Jose (Berryessa),1,2,2
-121.886,37.3382,en,North America,United States,San Jose,66,109,82
-121.886,37.3382,jp,North America,United States,San Jose,16,24,17
-121.886,37.3382,tw,North America,United States,San Jose,31,60,53
-121.885,38.028,en,North America,United States,Pittsburg,2,2,2
-121.885,38.028,jp,North America,United States,Pittsburg,1,1,1
-121.885,38.028,tw,North America,United States,Pittsburg,1,1,1
-121.876,37.6604,en,North America,United States,Pleasanton,5,5,5
-121.833,36.599,en,North America,United States,Seaside (Mescal Corridor NW),2,2,2
-121.833,36.599,jp,North America,United States,Seaside (Mescal Corridor NW),1,1,1
-121.817,37.3811,en,North America,United States,East Foothills,1,1,1
-121.817,37.3811,jp,North America,United States,East Foothills,1,1,1
-121.806,37.2716,en,North America,United States,San Jose (Great Oaks),11,13,13
-121.806,37.2716,jp,North America,United States,San Jose (Great Oaks),2,2,2
-121.806,37.2716,tw,North America,United States,San Jose (Great Oaks),2,3,2
-121.806,38.0049,en,North America,United States,Antioch,1,1,1
-121.802,36.6844,jp,North America,United States,Marina,1,1,1
-121.786,37.3245,en,North America,United States,San Jose (Evergreen),1,1,1
-121.783,37.2414,en,North America,United States,San Jose (Edenvale),5,6,5
-121.783,37.2414,jp,North America,United States,San Jose (Edenvale),4,5,4
-121.783,37.2414,tw,North America,United States,San Jose (Edenvale),6,16,16
-121.783,37.2415,tw,North America,United States,San Jose (Edenvale),1,1,1
-121.782,37.2318,en,North America,United States,San Jose (Edenvale),3,4,3
-121.782,37.2318,jp,North America,United States,San Jose (Edenvale),1,1,1
-121.77,38.5412,en,North America,United States,Davis,1,1,1
-121.753,38.5387,en,North America,United States,Davis,1,1,1
-121.751,38.5373,en,North America,United States,Davis,1,1,1
-121.741,38.5449,en,North America,United States,Davis,7,10,8
-121.741,38.5449,jp,North America,United States,Davis,1,2,1
-121.741,38.5449,tw,North America,United States,Davis,1,1,1
-121.728,38.5481,en,North America,United States,Davis,5,5,5
-121.728,38.5481,jp,North America,United States,Davis,2,2,2
-121.656,36.6777,en,North America,United States,Salinas,1,1,1
-121.647,36.6593,en,North America,United States,Salinas,1,1,1
-121.617,39.1404,en,North America,United States,Yuba City,1,1,1
-121.557,37.003,en,North America,United States,Gilroy,1,2,1
-121.53,38.5805,tw,North America,United States,West Sacramento,1,1,1
-121.504,43.6704,tw,North America,United States,La Pine,1,3,2
-121.494,38.5816,en,North America,United States,Sacramento,8,12,9
-121.494,38.5816,jp,North America,United States,Sacramento,1,1,1
-121.486,38.6464,en,North America,United States,Sacramento (North Sacramento),2,2,2
-121.486,38.6464,jp,North America,United States,Sacramento (North Sacramento),1,2,2
-121.456,38.5326,en,North America,United States,Fruitridge Pocket,1,3,1
-121.424,41.0238,en,North America,United States,Fall River Mills,1,1,1
-121.423,38.5589,en,North America,United States,Sacramento,1,1,1
-121.423,38.5589,tw,North America,United States,Sacramento,1,1,1
-121.33,38.7082,en,North America,United States,Antelope,1,1,1
-121.315,44.0582,jp,North America,United States,Bend,1,1,1
-121.312,37.9801,en,North America,United States,Stockton (Pacific),1,1,1
-121.303,38.5891,jp,North America,United States,Rancho Cordova,1,2,1
-121.291,37.9577,en,North America,United States,Stockton,1,1,1
-121.275,37.8817,jp,North America,United States,French Camp,1,1,1
-121.275,38.1219,en,North America,United States,Lodi,1,2,2
-121.272,38.1302,en,North America,United States,Lodi,1,1,1
-121.272,38.1341,en,North America,United States,Lodi,1,1,1
-121.272,38.6446,en,North America,United States,Fair Oaks,9,17,11
-121.272,38.6446,jp,North America,United States,Fair Oaks,1,1,1
-121.272,38.6446,tw,North America,United States,Fair Oaks,1,2,1
-121.27,38.7652,en,North America,United States,Roseville (Harding),1,1,1
-121.262,37.9788,en,North America,United States,August,1,1,1
-121.257,37.9163,en,North America,United States,Stockton (Park),2,3,2
-121.247,38.6263,tw,North America,United States,Gold River,1,1,1
-121.179,45.5946,en,North America,United States,The Dalles,6,13,8
-121.179,45.5946,jp,North America,United States,The Dalles,3,5,3
-121.176,38.678,jp,North America,United States,Folsom,1,1,1
-121.069,39.1443,en,North America,United States,Grass Valley,3,4,4
-120.997,37.6393,en,North America,United States,Modesto,4,5,4
-120.997,37.6393,jp,North America,United States,Modesto,1,1,1
-120.822,45.8207,en,North America,United States,Goldendale,1,2,1
-120.788,50.1106,en,North America,Canada,Merritt,1,2,1
-120.788,50.1106,tw,North America,Canada,Merritt,1,1,1
-120.774,38.3488,jp,North America,United States,Jackson,1,1,1
-120.675,38.7382,tw,North America,United States,Camino,1,1,1
-120.67,35.49,en,North America,United States,Atascadero,2,2,2
-120.66,35.2828,en,North America,United States,San Luis Obispo,6,12,5
-120.66,35.2828,tw,North America,United States,San Luis Obispo,1,5,5
-120.653,40.4163,en,North America,United States,Susanville,1,1,1
-120.605,46.5921,en,North America,United States,West Valley,1,1,1
-120.578,37.3744,en,North America,United States,Atwater,2,3,3
-120.538,47.0032,en,North America,United States,Ellensburg,1,1,1
-120.538,47.0032,jp,North America,United States,Ellensburg,1,1,1
-120.53,46.654,en,North America,United States,Selah,1,1,1
-120.483,37.3022,en,North America,United States,Merced,5,17,12
-120.483,37.3022,jp,North America,United States,Merced,3,3,3
-120.436,34.6882,en,North America,United States,Mission Hills,3,3,3
-120.436,34.953,en,North America,United States,Santa Maria,1,2,2
-120.436,34.953,jp,North America,United States,Santa Maria,1,3,1
-120.436,34.953,tw,North America,United States,Santa Maria,1,3,2
-120.238,37.5022,en,North America,United States,Hornitos,1,1,1
-120.148,50.6181,en,North America,Canada,Kamloops,2,2,2
-120.009,46.3237,en,North America,United States,Sunnyside,1,1,1
-119.858,34.4168,en,North America,United States,Goleta,2,3,3
-119.853,47.2343,en,North America,United States,Quincy,127,644493,206412
-119.853,47.2343,jp,North America,United States,Quincy,116,445354,164009
-119.853,47.2343,tw,North America,United States,Quincy,143,1006565,254351
-119.848,34.4164,en,North America,United States,Santa Barbara,23,30,22
-119.848,34.4164,jp,North America,United States,Santa Barbara,10,10,10
-119.848,34.4164,tw,North America,United States,Santa Barbara,1,2,1
-119.828,34.4358,en,North America,United States,Goleta,1,1,1
-119.828,34.4358,jp,North America,United States,Goleta,1,1,1
-119.819,39.5462,tw,North America,United States,Reno (West University),1,1,1
-119.814,39.5296,jp,North America,United States,Reno,2,2,2
-119.814,39.5296,tw,North America,United States,Reno,1,1,1
-119.81,36.7505,tw,North America,United States,Fresno (Tower District),1,2,1
-119.805,36.7989,jp,North America,United States,Old Fig Garden,1,1,1
-119.796,36.8412,tw,North America,United States,Fresno (Pinedale),1,1,1
-119.787,36.7378,en,North America,United States,Fresno,3,4,4
-119.787,36.7378,jp,North America,United States,Fresno,1,1,1
-119.768,38.9987,en,North America,United States,Minden,1,1,1
-119.726,37.3655,en,North America,United States,Ahwahnee,1,1,1
-119.713,34.4508,en,North America,United States,Mission Canyon,1,4,4
-119.703,36.8252,en,North America,United States,Clovis,2,3,3
-119.701,36.793,en,North America,United States,Tarpey Village,1,10,2
-119.701,36.793,tw,North America,United States,Tarpey Village,1,1,1
-119.701,45.8399,tw,North America,United States,Boardman,1,1,1
-119.698,34.4208,en,North America,United States,Santa Barbara,18,36,30
-119.698,34.4208,jp,North America,United States,Santa Barbara,6,9,8
-119.689,36.8369,en,North America,United States,Clovis,1,1,1
-119.678,36.6305,en,North America,United States,Fowler,1,1,1
-119.65,39.3831,en,North America,United States,Virginia City,4,5,4
-119.65,39.3831,tw,North America,United States,Virginia City,1,1,1
-119.646,36.3274,en,North America,United States,Hanford,2,2,2
-119.626,49.8298,en,North America,Canada,West Kelowna,1,1,1
-119.524,49.8339,jp,North America,Canada,Kelowna,3,3,3
-119.467,49.032,en,North America,Canada,Osoyoos,1,2,1
-119.45,36.5963,en,North America,United States,Reedley,1,2,2
-119.436,49.8788,en,North America,Canada,Kelowna (Central City),1,1,1
-119.418,36.7783,en,North America,United States,Minkler,3,4,4
-119.418,36.7783,jp,North America,United States,Minkler,4,5,5
-119.418,36.7783,tw,North America,United States,Minkler,3,12,10
-119.395,49.89,en,North America,Canada,Kelowna (Rutland),1,1,1
-119.279,46.3448,en,North America,United States,Richland,1,2,2
-119.275,50.2631,en,North America,Canada,Vernon,1,2,1
-119.22,34.2985,en,North America,United States,Ventura,1,2,1
-119.168,34.2054,en,North America,United States,Oxnard,1,1,1
-119.164,34.2358,en,North America,United States,El Rio,1,2,1
-119.161,46.2138,en,North America,United States,Kennewick,1,23,18
-119.161,46.2138,tw,North America,United States,Kennewick,1,7,7
-119.12,46.2087,tw,North America,United States,Kennewick,1,1,1
-119.059,34.3542,en,North America,United States,Santa Paula,1,1,1
-119.038,34.2203,tw,North America,United States,Camarillo,1,1,1
-119.019,35.3733,jp,North America,United States,Bakersfield,1,1,1
-119.018,35.3785,jp,North America,United States,Bakersfield (Downtown),1,1,1
-119.017,35.3746,en,North America,United States,Bakersfield (Downtown),1,1,1
-118.999,34.2145,jp,North America,United States,Camarillo,1,1,1
-118.905,34.1933,en,North America,United States,Thousand Oaks,1,1,1
-118.807,34.1466,en,North America,United States,Westlake Village,2,3,2
-118.807,34.1466,jp,North America,United States,Westlake Village,2,2,2
-118.807,34.1466,tw,North America,United States,Westlake Village,1,2,2
-118.79,34.2774,en,North America,United States,Simi Valley,1,1,1
-118.79,34.2774,jp,North America,United States,Simi Valley,1,1,1
-118.781,34.2694,en,North America,United States,Simi Valley,1,1,1
-118.781,34.2694,jp,North America,United States,Simi Valley,2,2,2
